"","id","trial_id","accuracy_comb","Phase","verb","Age","Trog","et_order","Predictability"
"6981","SE81","5Pre",1,"Post","send","1530","7","post","Unpred"
"6991","SE81","2Pre",1,"Post","throw","1530","7","post","Unpred"
"7001","SE81","4Pre",0,"Post","throw","1530","7","post","Unpred"
"7031","SE88","2Pre",1,"Post","throw","1688","8","post","Unpred"
"704","SE88","6Pre",1,"Post","bring","1688","8","post","Unpred"
"7061","SE88","1Pre",1,"Post","bring","1688","8","post","Unpred"
"7071","SE88","4Pre",1,"Post","throw","1688","8","post","Unpred"
"7091","SE88","3Pre",1,"Post","send","1688","8","post","Unpred"
"710","SE88","5Pre",0,"Post","send","1688","8","post","Unpred"
"7131","SE91","6Post",0,"Post","throw","1652","4","pre","Unpred"
"715","SE91","1Post",0,"Post","send","1652","4","pre","Unpred"
"7161","SE91","2Post",0,"Post","bring","1652","4","pre","Unpred"
"7171","SE91","4Post",0,"Post","send","1652","4","pre","Unpred"
"718","SE91","5Post",1,"Post","bring","1652","4","pre","Unpred"
"7191","SE91","3Post",0,"Post","throw","1652","4","pre","Unpred"
"7231","SE101","2Pre",1,"Post","throw","1778","2","post","Unpred"
"724","SE101","5Pre",1,"Post","send","1778","2","post","Unpred"
"7251","SE101","4Pre",1,"Post","throw","1778","2","post","Unpred"
"7261","SE101","1Pre",1,"Post","bring","1778","2","post","Unpred"
"7271","SE101","6Pre",0,"Post","bring","1778","2","post","Unpred"
"728","SE101","3Pre",0,"Post","send","1778","2","post","Unpred"
"7331","SE102","5Post",1,"Post","bring","1598","0","pre","Unpred"
"7341","SE102","1Post",0,"Post","send","1598","0","pre","Unpred"
"736","SE102","4Post",1,"Post","send","1598","0","pre","Unpred"
"737","SE102","3Post",1,"Post","throw","1598","0","pre","Unpred"
"7381","SE102","2Post",0,"Post","bring","1598","0","pre","Unpred"
"7391","SE102","6Post",0,"Post","throw","1598","0","pre","Unpred"
"743","SE103","5Pre",1,"Post","send","1655","10","post","Unpred"
"7441","SE103","1Pre",1,"Post","bring","1655","10","post","Unpred"
"745","SE103","2Pre",1,"Post","throw","1655","10","post","Unpred"
"7461","SE103","6Pre",1,"Post","bring","1655","10","post","Unpred"
"7471","SE103","4Pre",1,"Post","throw","1655","10","post","Unpred"
"7501","SE103","3Pre",1,"Post","send","1655","10","post","Unpred"
"755","SE105","3Pre",1,"Post","send","1544","5","post","Unpred"
"7561","SE105","6Pre",1,"Post","bring","1544","5","post","Unpred"
"7571","SE105","1Pre",1,"Post","bring","1544","5","post","Unpred"
"7581","SE105","4Pre",1,"Post","throw","1544","5","post","Unpred"
"759","SE105","5Pre",1,"Post","send","1544","5","post","Unpred"
"7601","SE105","2Pre",1,"Post","throw","1544","5","post","Unpred"
"763","SE106","4Pre",0,"Post","throw","1777","9","post","Pred"
"7651","SE106","3Pre",1,"Post","send","1777","9","post","Pred"
"7661","SE106","1Pre",1,"Post","bring","1777","9","post","Pred"
"7681","SE106","6Pre",1,"Post","bring","1777","9","post","Pred"
"7691","SE106","5Pre",0,"Post","send","1777","9","post","Pred"
"7701","SE106","2Pre",1,"Post","throw","1777","9","post","Pred"
"773","SE108","4Pre",0,"Post","throw","1729","4","post","Pred"
"7741","SE108","1Pre",0,"Post","bring","1729","4","post","Pred"
"7751","SE108","5Pre",0,"Post","send","1729","4","post","Pred"
"778","SE108","3Pre",1,"Post","send","1729","4","post","Pred"
"7791","SE108","6Pre",1,"Post","bring","1729","4","post","Pred"
"7801","SE108","2Pre",1,"Post","throw","1729","4","post","Pred"
"7831","SE109","1Pre",0,"Post","bring","1583","4","post","Unpred"
"7851","SE109","3Pre",0,"Post","send","1583","4","post","Unpred"
"786","SE109","4Pre",1,"Post","throw","1583","4","post","Unpred"
"787","SE109","6Pre",0,"Post","bring","1583","4","post","Unpred"
"7881","SE109","2Pre",1,"Post","throw","1583","4","post","Unpred"
"7901","SE109","5Pre",0,"Post","send","1583","4","post","Unpred"
"7931","SE110","2Pre",0,"Post","throw","1307","9","post","Pred"
"794","SE110","4Pre",0,"Post","throw","1307","9","post","Pred"
"7961","SE110","5Pre",0,"Post","send","1307","9","post","Pred"
"7971","SE110","6Pre",0,"Post","bring","1307","9","post","Pred"
"7981","SE110","1Pre",0,"Post","bring","1307","9","post","Pred"
"7991","SE110","3Pre",1,"Post","send","1307","9","post","Pred"
"803","SE111","4Pre",1,"Post","throw","1496","7","post","Unpred"
"8041","SE111","3Pre",1,"Post","send","1496","7","post","Unpred"
"8061","SE111","5Pre",1,"Post","send","1496","7","post","Unpred"
"807","SE111","6Pre",1,"Post","bring","1496","7","post","Unpred"
"8091","SE111","1Pre",1,"Post","bring","1496","7","post","Unpred"
"8101","SE111","2Pre",1,"Post","throw","1496","7","post","Unpred"
"8131","SE112","2Pre",1,"Post","throw","1795","9","post","Unpred"
"814","SE112","5Pre",0,"Post","send","1795","9","post","Unpred"
"8151","SE112","4Pre",1,"Post","throw","1795","9","post","Unpred"
"8161","SE112","1Pre",1,"Post","bring","1795","9","post","Unpred"
"8171","SE112","6Pre",0,"Post","bring","1795","9","post","Unpred"
"818","SE112","3Pre",1,"Post","send","1795","9","post","Unpred"
"8231","SE10","2Pre",0,"Post","throw","1547","9","post","Pred"
"824","SE10","5Pre",0,"Post","send","1547","9","post","Pred"
"8251","SE10","4Pre",0,"Post","throw","1547","9","post","Pred"
"8261","SE10","1Pre",0,"Post","bring","1547","9","post","Pred"
"8271","SE10","6Pre",0,"Post","bring","1547","9","post","Pred"
"828","SE10","3Pre",0,"Post","send","1547","9","post","Pred"
"833","SE15","5Pre",1,"Post","send","1637","11","post","Pred"
"8341","SE15","1Pre",0,"Post","bring","1637","11","post","Pred"
"835","SE15","2Pre",0,"Post","throw","1637","11","post","Pred"
"8361","SE15","6Pre",0,"Post","bring","1637","11","post","Pred"
"8371","SE15","4Pre",1,"Post","throw","1637","11","post","Pred"
"8401","SE15","3Pre",1,"Post","send","1637","11","post","Pred"
"8441","SE83","1Post",0,"Post","send","1537","3","pre","Pred"
"846","SE83","6Post",0,"Post","throw","1537","3","pre","Pred"
"847","SE83","5Post",1,"Post","bring","1537","3","pre","Pred"
"8481","SE83","4Post",0,"Post","send","1537","3","pre","Pred"
"8491","SE83","2Post",0,"Post","bring","1537","3","pre","Pred"
"8501","SE83","3Post",1,"Post","throw","1537","3","pre","Pred"
